,AUROC,AUPR-IN,AUPR-OUT,FPR95TPR,Method,Dataset,Seed
226,0.9979408383369446,0.9998242855072021,0.9861006736755371,0.009999999776482582,Energy,FoolingImages,4
227,0.9642881751060486,0.9968717098236084,0.7470821142196655,0.19374999403953552,Mahalanobis,FoolingImages,4
228,0.9833426475524902,0.9984674453735352,0.9192737340927124,0.07999999821186066,ViM,FoolingImages,4
229,0.9964691400527954,0.9996989965438843,0.9748408794403076,0.021250000223517418,Entropy,FoolingImages,4
230,0.9964068531990051,0.9996810555458069,0.9801177978515625,0.017500000074505806,MaxLogit,FoolingImages,4
231,0.9478261470794678,0.9906702041625977,0.9332144856452942,0.08250000327825546,Logic-based,Textures,4
232,0.9575749039649963,0.9939059019088745,0.9560362100601196,0.08250000327825546,Logic-based-OE,Textures,4
233,0.8245345950126648,0.9754819869995117,0.6273205280303955,1.0,Logic-only,Textures,4
234,0.9462500214576721,0.9925172328948975,0.8833028674125671,0.08250000327825546,Logic-only-OE,Textures,4
235,0.9957163333892822,0.9993381500244141,0.982947587966919,0.021250000223517418,Ensemble,Textures,4
236,0.9938379526138306,0.9990562200546265,0.9716387987136841,0.029999999329447746,MSP,Textures,4
237,0.9991508722305298,0.9998784065246582,0.9947818517684937,0.0037499999161809683,Energy,Textures,4
238,0.9302067756652832,0.9872763156890869,0.7821282148361206,0.2762500047683716,Mahalanobis,Textures,4
239,0.9701868891716003,0.9940244555473328,0.9311401844024658,0.09125000238418579,ViM,Textures,4
240,0.9981174468994141,0.9997295141220093,0.9885748028755188,0.004999999888241291,Entropy,Textures,4
241,0.9982637166976929,0.9997428059577942,0.9912314414978027,0.0062500000931322575,MaxLogit,Textures,4
242,0.9459908604621887,0.9729546904563904,0.9496059417724609,0.08874999731779099,Logic-based,ImageNetO,4
243,0.9584450125694275,0.9838002920150757,0.969719409942627,0.08250000327825546,Logic-based-OE,ImageNetO,4
244,0.8111250400543213,0.9355640411376953,0.747714102268219,1.0,Logic-only,ImageNetO,4
245,0.9552500247955322,0.9829181432723999,0.961177408695221,0.08250000327825546,Logic-only-OE,ImageNetO,4
246,0.992294430732727,0.9965293407440186,0.9863864183425903,0.03750000149011612,Ensemble,ImageNetO,4
247,0.9916324615478516,0.9962847828865051,0.9840151071548462,0.03750000149011612,MSP,ImageNetO,4
248,0.9986224174499512,0.9994331002235413,0.9969909191131592,0.004999999888241291,Energy,ImageNetO,4
249,0.9626487493515015,0.981610119342804,0.9360187649726868,0.1599999964237213,Mahalanobis,ImageNetO,4
250,0.9842537045478821,0.9918268918991089,0.9766852259635925,0.05624999850988388,ViM,ImageNetO,4
251,0.9971612691879272,0.9988288283348083,0.9938089847564697,0.009999999776482582,Entropy,ImageNetO,4
252,0.9974430799484253,0.9988996982574463,0.9949763417243958,0.012500000186264515,MaxLogit,ImageNetO,4
253,0.9431427717208862,0.9980795383453369,0.8052089810371399,0.10000000149011612,Logic-based,ImageNetR,4
254,0.9551495313644409,0.9987683892250061,0.8464625477790833,0.08250000327825546,Logic-based-OE,ImageNetR,4
255,0.8198249936103821,0.9948770999908447,0.5007793307304382,1.0,Logic-only,ImageNetR,4
256,0.9417333602905273,0.998421847820282,0.6689382195472717,0.08250000327825546,Logic-only-OE,ImageNetR,4
257,0.9802151918411255,0.9993466734886169,0.8232724070549011,0.07249999791383743,Ensemble,ImageNetR,4
258,0.9692702293395996,0.9990302324295044,0.6691274642944336,0.1550000011920929,MSP,ImageNetR,4
259,0.9897274971008301,0.9997084736824036,0.7920615673065186,0.03750000149011612,Energy,ImageNetR,4
260,0.9758143424987793,0.9992295503616333,0.7876750230789185,0.11124999821186066,Mahalanobis,ImageNetR,4
261,0.9898877143859863,0.9996828436851501,0.9067201614379883,0.04625000059604645,ViM,ImageNetR,4
262,0.9825446009635925,0.9994930624961853,0.7104200124740601,0.07124999910593033,Entropy,ImageNetR,4
263,0.9865444898605347,0.9995973110198975,0.7795029282569885,0.04500000178813934,MaxLogit,ImageNetR,4
264,0.9359995722770691,0.9908345937728882,0.8683114647865295,0.12125000357627869,Logic-based,ImageNetA,4
265,0.9507150053977966,0.9943528771400452,0.8980634212493896,0.0925000011920929,Logic-based-OE,ImageNetA,4
266,0.774558961391449,0.9753291606903076,0.5683625340461731,1.0,Logic-only,ImageNetA,4
267,0.9136663675308228,0.9908359050750732,0.7233912944793701,1.0,Logic-only-OE,ImageNetA,4
268,0.9725866913795471,0.9963401556015015,0.8911437392234802,0.10249999910593033,Ensemble,ImageNetA,4
269,0.968350350856781,0.9960476756095886,0.8370549082756042,0.1574999988079071,MSP,ImageNetA,4
270,0.9863304495811462,0.9984607696533203,0.8974366188049316,0.05624999850988388,Energy,ImageNetA,4
271,0.9606431722640991,0.9945805668830872,0.8580327033996582,0.16249999403953552,Mahalanobis,ImageNetA,4
272,0.9841058254241943,0.9978038668632507,0.9485288262367249,0.057500001043081284,ViM,ImageNetA,4
273,0.9808389544487,0.9977915287017822,0.8703135251998901,0.07999999821186066,Entropy,ImageNetA,4
274,0.9837833046913147,0.9980872869491577,0.8920753598213196,0.054999999701976776,MaxLogit,ImageNetA,4
275,0.9574843049049377,0.9959895014762878,0.93829345703125,0.07249999791383743,Logic-based,FoolingImages,5
276,0.9635557532310486,0.9970873594284058,0.9639607071876526,0.07249999791383743,Logic-based-OE,FoolingImages,5
277,0.8721749782562256,0.9897002577781677,0.6106164455413818,1.0,Logic-only,FoolingImages,5
278,0.9613499641418457,0.9969250559806824,0.9360554218292236,0.07249999791383743,Logic-only-OE,FoolingImages,5
279,0.9955217838287354,0.999595582485199,0.9789543151855469,0.02250000089406967,Ensemble,FoolingImages,5
280,0.9898169040679932,0.9990773797035217,0.9423528909683228,0.04874999821186066,MSP,FoolingImages,5
281,0.9982970952987671,0.9998543858528137,0.9879738688468933,0.007499999832361937,Energy,FoolingImages,5
282,0.9750109910964966,0.9977781772613525,0.8217657804489136,0.11999999731779099,Mahalanobis,FoolingImages,5
283,0.9858409762382507,0.9986699223518372,0.9332109093666077,0.07000000029802322,ViM,FoolingImages,5
284,0.9962255358695984,0.9996743202209473,0.9727519154548645,0.017500000074505806,Entropy,FoolingImages,5
285,0.9969640970230103,0.9997336268424988,0.9818503260612488,0.014999999664723873,MaxLogit,FoolingImages,5
286,0.9537255167961121,0.9916129112243652,0.9410536885261536,0.07249999791383743,Logic-based,Textures,5
287,0.9625037312507629,0.9945765733718872,0.9603545665740967,0.07249999791383743,Logic-based-OE,Textures,5
288,0.8227969408035278,0.975461483001709,0.6275611519813538,1.0,Logic-only,Textures,5
289,0.9484131336212158,0.992845892906189,0.8737175464630127,0.07249999791383743,Logic-only-OE,Textures,5
290,0.995822548866272,0.9993517398834229,0.9840140342712402,0.02250000089406967,Ensemble,Textures,5
291,0.9936277866363525,0.9990291595458984,0.970929741859436,0.029999999329447746,MSP,Textures,5
292,0.9991332292556763,0.9998740553855896,0.9951549172401428,0.0024999999441206455,Energy,Textures,5
